date, pm25, pm10, o3, no2, so2, co
2023-05-12, 136, 30, 60, 14, , 2
2023-05-13, 50, 61, 98, 16, 1, 4
2023-05-14, 100, 76, 127, 13, 2, 8
2023-05-15, 132, 78, 99, 9, 1, 6
2023-05-16, 129, 52, 64, 8, 1, 4
2023-05-17, 88, 48, 66, 14, 2, 5
2023-05-18, 66, 66, 17, 18, 1, 7
2023-05-19, 135, 145, 35, 5, , 3
2023-05-20, 120, 96, 43, 6, , 1
2023-05-21, 97, 40, 46, 8, , 1
2023-05-22, 51, 41, 64, 14, 1, 2
2023-05-23, 55, 67, 84, 6, 1, 3
2023-05-24, 89, 64, 47, 7, 1, 3
2023-05-25, 101, 73, 81, 16, , 4
2023-05-26, 125, 76, 44, 12, , 7
2023-05-27, 162, 37, 79, 7, 1, 4
2023-05-28, 97, 53, 102, 8, , 5
2023-05-29, 91, 52, 54, 12, 1, 5
2023-05-30, 107, 63, 65, 14, 1, 5
2023-05-31, 125, 59, 54, 16, , 5
2023-06-01, 104, 30, 53, 5, , 1
2023-06-02, 34, 28, 76, 11, , 2
2023-06-03, 41, 26, 65, 10, , 2
2023-06-04, 40, 53, 96, 11, 1, 3
2023-06-05, 74, 29, 71, 5, 1, 2
2023-06-06, 45, 49, 72, 13, 1, 3
2023-06-07, 65, 39, 65, 8, , 1
2023-06-08, 50, 27, 41, 13, , 2
2023-06-09, 47, 18, 45, 6, , 1
2023-06-10, 29, 26, 50, 7, , 3
2023-06-11, 45, 25, 55, 5, , 4
2023-06-12, 57, 14, 73, 10, , 1
2023-06-13, 23, 48, 120, 11, 1, 5
2023-06-14, 85, 57, 150, 11, 3, 6
2023-06-15, 90, 61, 127, 11, 2, 7
2023-06-16, 103, 67, 124, 16, , 4
2023-06-17, 105, 66, 122, 8, 1, 6
2023-06-18, 127, 56, 48, 11, 1, 5
2023-06-19, 120, 28, 80, 9, , 2
2023-06-20, 72, 20, 86, 14, , 2
2023-06-21, 33, 47, 115, 17, 1, 2
2023-06-22, 66, 58, 122, 12, 1, 4
2023-06-23, 91, 52, 109, 12, 2, 4
2023-06-24, 91, 50, 96, 7, 1, 5
2023-06-25, 94, 41, 78, 7, , 3
2023-06-26, 82, 36, 117, 13, , 3
2023-06-27, 64, 45, 56, 12, , 5
2023-06-28, 87, 32, 92, 11, 1, 3
2023-06-29, 59, 50, 132, 16, 1, 5
2023-06-30, 73, 52, 124, 11, 1, 3
2023-07-01, 76, 59, 134, 12, 1, 4
2023-07-02, 103, 53, 95, 6, , 7
2023-07-03, 112, 23, 68, 6, , 3
2023-07-04, 60, 46, 76, 15, , 3
2023-07-05, 64, 49, 105, 20, , 3
2023-07-06, 56, 42, 65, 9, , 3
2023-07-07, 54, 15, 47, 8, 1, 1
2023-07-08, 21, 18, 64, 6, , 1
2023-07-09, 33, 48, 124, 11, 1, 4
2023-07-10, 70, 36, 105, 6, , 4
2023-07-11, 67, 31, 42, 7, , 7
2023-07-12, 83, 20, 36, 8, 2, 5
2023-07-13, 63, 25, 47, 6, , 3
2023-07-14, 63, 15, 41, 4, 1, 1
2023-07-15, 32, 21, 65, 8, , 1
2023-07-16, 47, 45, 104, 11, , 3
2023-07-17, 77, 52, 103, 11, 1, 4
2023-07-18, 95, 54, 111, 12, , 3
2023-07-19, 98, 56, 96, 13, 1, 4
2023-07-20, 105, 43, 55, 7, 1, 5
2023-07-21, 102, 28, 33, 6, , 5
2023-07-22, 78, 30, 76, 11, , 6
2023-07-23, 69, 52, 97, 9, , 5
2023-07-24, 106, 23, 104, 7, , 3
2023-07-25, 48, 49, 85, 9, 1, 6
2023-07-26, 104, 42, 89, 12, 1, 5
2023-07-27, 94, 22, 46, 9, 1, 4
2023-07-28, 50, 32, 16, 13, , 5
2023-07-29, 69, 8, 30, 5, 1, 4
2023-07-30, 24, 22, 17, 5, , 3
2023-07-31, 51, 36, 35, 7, 1, 5
2023-08-01, 84, 32, 44, 6, 3, 4
2023-08-02, 83, 54, 50, 6, , 5
2023-08-03, 125, 34, 64, 15, 1, 4
2023-08-04, 81, 30, 50, 12, , 2
2023-08-05, 54, 29, 44, 7, , 6
2023-08-06, 55, 44, 45, 11, , 5
2023-08-07, 81, 54, 66, 12, 3, 6
2023-08-08, 119, 62, 78, 11, 3, 8
2023-08-09, 137, 60, 87, 8, 1, 8
2023-08-10, 126, 60, 34, 15, , 6
2023-08-11, 121, 13, 47, 8, , 4
2023-08-12, 37, 19, 67, 7, 1, 3
2023-08-13, 43, 40, 80, 11, , 4
2023-08-14, 71, 49, 83, 10, , 4
2023-08-15, 85, 53, 98, 9, , 5
2023-08-16, 94, 39, 109, 9, , 7
2023-08-17, 89, 44, 62, 13, , 3
2023-08-18, 72, 58, 110, 14, , 4
2023-08-19, 92, 59, 56, 14, , 6
2023-08-20, 116, 15, 76, 6, , 4
2023-08-21, 35, 19, 45, 10, , 3
2023-08-22, 27, 30, 70, 9, 1, 2
2023-08-23, 40, 18, 42, 8, 1, 2
2023-08-24, 46, 28, 62, 9, 1, 2
2023-08-25, 64, 25, 51, 9, , 3
2023-08-26, 58, 39, 51, 14, , 5
2023-08-27, 82, 24, 43, 9, , 3
2023-08-28, 49, 24, 43, 11, , 2
2023-08-29, 45, 35, 67, 12, , 3
2023-08-30, 64, 41, 67, 12, , 4
2023-08-31, 81, 36, 65, 13, , 5
2023-09-01, 74, 53, 74, 15, , 5
2023-09-02, 96, 43, 92, 11, , 5
2023-09-03, 106, 63, 92, 17, , 7
2023-09-04, 140, 79, 91, 13, , 8
2023-09-05, 161, 67, 92, 16, , 7
2023-09-06, 147, 68, 77, 9, , 6
2023-09-07, 142, 79, 44, 16, , 8
2023-09-08, 164, 20, 41, 7, , 4
2023-09-09, 69, 28, 41, 7, , 4
2023-09-10, 75, 37, 48, 9, , 5
2023-09-11, 89, 18, 42, 10, , 3
2023-09-12, 34, 43, 56, 14, , 4
2023-09-13, 56, 49, 76, 16, , 4
2023-09-14, 78, 56, 88, 21, 1, 4
2023-09-15, 96, 71, 93, 22, 1, 6
2023-09-16, 138, 70, 66, 13, 1, 6
2023-09-17, 147, 37, 72, 12, 1, 4
2023-09-18, 80, 25, 25, 16, 1, 3
2023-09-19, 42, 23, 36, 13, , 3
2023-09-20, 35, 48, 57, 16, , 4
2023-09-21, 67, 25, 34, 12, , 2
2023-09-22, 38, 37, 41, 15, 1, 4
2023-09-23, 57, 52, 19, 21, , 5
2023-09-24, 79, 52, 30, 17, , 5
2023-09-25, 91, 69, 34, 24, , 7
2023-09-26, 140, 54, 34, 19, , 6
2023-09-27, 104, 30, 29, 20, , 3
2023-09-28, 39, 46, 36, 15, 1, 4
2023-09-29, 56, 16, 32, 7, 1, 3
2023-09-30, 22, 27, 33, 12, 1, 2
2023-10-01, 39, 56, 38, 19, 2, 4
2023-10-02, 94, 58, 61, 14, 1, 5
2023-10-03, 106, 17, 27, 12, , 2
2023-10-04, 32, 23, 24, 14, , 1
2023-10-05, 35, 35, 25, 15, , 2
2023-10-06, 56, 61, 34, 21, 1, 4
2023-10-07, 104, 43, 31, 16, , 3
2023-10-08, 81, 17, 31, 9, 1, 2
2023-10-09, 31, 25, 38, 15, , 3
2023-10-10, 50, 54, 51, 20, , 5
2023-10-11, 93, 91, 11, 40, 1, 8
2023-10-12, 165, 45, 31, 19, , 5
2023-10-13, 97, 20, 33, 17, , 3
2023-10-14, 37, 31, 29, 16, , 2
2023-10-15, 45, 38, 32, 18, 1, 3
2023-10-16, 51, 64, 38, 23, , 6
2023-10-17, 109, 27, 28, 12, 6, 2
2023-10-18, 52, 20, 25, 7, , 1
2023-10-19, 20, 20, 25, 6, , 1
2023-10-20, 27, 40, 24, 18, , 2
2023-10-21, 56, 54, 24, 23, , 4
2023-10-22, 83, 108, 27, 37, 2, 9
2023-10-23, 170, 126, 57, 31, 1, 10
2023-10-24, 194, 100, 42, 38, , 9
2023-10-25, 164, 35, 23, 18, 1, 2
2023-10-26, 38, 68, 23, 27, 1, 5
2023-10-27, 92, 101, 33, 30, 2, 9
2023-10-28, 149, 136, 37, 29, , 13
2023-10-29, 195, 121, 57, 22, , 11
2023-10-30, 192, 105, 36, 17, , 8
2023-10-31, 168, 137, 47, 26, , 11
2023-11-01, 211, 102, 34, 11, 1, 6
2023-11-02, 142, 38, 17, 8, 1, 1
2023-11-03, 24, 65, 16, 20, 1, 4
2023-11-04, 76, 45, 23, 14, , 3
2023-11-05, 68, 43, 22, 4, , 1
2023-11-06, 38, 45, 15, 18, 1, 3
2023-11-07, 78, 57, 17, 21, , 5
2023-11-08, 101, 17, 23, 5, , 2
2023-11-09, 19, 17, 20, 6, 1, 1
2023-11-10, 25, 16, 22, 7, , 2
2023-11-11, 35, 19, 23, 4, , 1
2023-11-12, 28, 49, 17, 20, , 4
2023-11-13, 104, 79, 14, 33, 1, 7
2023-11-14, 151, 77, 15, 26, 1, 6
2023-11-15, 129, 32, 24, 4, , 1
2023-11-16, 23, 22, 23, 4, , 3
2023-11-17, 22, 41, 16, 20, 1, 4
2023-11-18, 68, 54, 20, 21, , 4
2023-11-19, 78, 95, 11, 36, 2, 10
2023-11-20, 151, 127, 20, 35, 2, 10
2023-11-21, 200, 100, 24, 24, 1, 6
2023-11-22, 132, 33, 22, 2, 1, 1
2023-11-23, 20, 29, 17, 10, 1, 3
2023-11-24, 44, 58, 8, 24, 3, 7
2023-11-25, 108, 66, 4, 25, 3, 8
2023-11-26, 112, 48, 26, 15, 2, 6
2023-11-27, 77, 29, 21, 10, 2, 4
2023-11-28, 40, 23, 26, 5, 1, 3
2023-11-29, 31, 20, 26, 6, , 1
2023-11-30, 31, 40, 16, 18, 1, 3
2023-12-01, 65, 51, 24, 23, 1, 7
2023-12-02, 94, 58, 12, 31, 2, 8
2023-12-03, 101, 86, 7, 35, 3, 11
2023-12-04, 157, 105, 4, 41, 3, 13
2023-12-05, 170, 134, 23, 12, , 3
2023-12-06, 100, 231, 5, 34, 3, 10
2023-12-07, 176, 168, 4, 43, 3, 14
2023-12-08, 177, 94, 12, 24, 3, 8
2023-12-09, 112, 52, 10, 17, 5, 8
2023-12-10, 84, 43, 14, 17, 1, 6
2023-12-11, 96, 61, 9, 19, , 8
2023-12-12, 155, 77, 2, 22, 1, 14
2023-12-13, 167, 52, 18, 14, 1, 11
2023-12-14, 126, 17, 25, 4, , 5
2023-12-15, 38, 19, 26, 3, 1, 4
2023-12-16, 32, 31, 22, 12, , 5
2023-12-17, 57, 65, 11, 30, 1, 9
2023-12-18, 131, 35, 27, 12, , 7
2023-12-19, 64, 17, 26, 5, , 2
2023-12-20, 35, 21, 23, 6, , 3
2023-12-21, 35, 38, 19, 18, , 4
2023-12-22, 58, 45, 23, 16, 1, 6
2023-12-23, 84, 53, 18, 20, 1, 5
2023-12-24, 104, 69, 11, 35, 2, 7
2023-12-25, 131, 50, 22, 23, 1, 6
2023-12-26, 95, 46, 17, 23, 1, 6
2023-12-27, 90, 63, 10, 28, 1, 8
2023-12-28, 133, 104, 7, 39, , 12
2023-12-29, 192, 120, 24, 34, 2, 12
2023-12-30, 214, 26, 24, 9, , 2
2023-12-31, 42, 86, 12, 31, 1, 8
2024-01-01, 162, 83, 20, 32, 1, 11
2024-01-02, 158, 31, 19, 18, , 5
2024-01-03, 56, 62, 26, 25, 1, 9
2024-01-04, 118, 41, 20, 16, , 5
2024-01-05, 72, 14, 21, 6, , 3
2024-01-06, 25, 24, 16, 12, 1, 2
2024-01-07, 53, 63, 8, 28, 1, 6
2024-01-08, 128, 44, 22, 17, 1, 4
2024-01-09, 91, 44, 14, 21, 1, 5
2024-01-10, 88, 90, 8, 37, 2, 11
2024-01-11, 162, 104, 6, 38, 3, 15
2024-01-12, 174, 65, 16, 24, 2, 10
2024-01-13, 119, 24, 27, 7, , 2
2024-01-14, 29, 38, 15, 21, , 4
2024-01-15, 65, 75, 6, 31, 1, 8
2024-01-16, 139, 97, 5, 33, 1, 10
2024-01-17, 172, 76, 16, 27, 2, 11
2024-01-18, 158, 61, 7, 28, 3, 10
2024-01-19, 119, 56, 27, 22, 2, 9
2024-01-20, 101, 21, 25, 3, , 2
2024-01-21, 29, 16, 26, 4, , 1
2024-01-22, 32, 15, 26, 6, , 1
2024-01-23, 27, 29, 25, 13, , 1
2024-01-24, 48, 23, 28, 11, 1, 1
2024-01-25, 53, 36, 28, 10, 1, 1
2024-01-26, 61, 35, 26, 13, 1, 2
2024-01-27, 65, 46, 17, 24, 2, 5
2024-01-28, 89, 75, 13, 26, 3, 9
2024-01-29, 142, 91, 12, 20, 2, 11
2024-01-30, 175, 50, 27, 12, 1, 5
2024-01-31, 102, 34, 24, 11, 1, 4
2024-02-01, 64, 58, 15, 22, 1, 7
2024-02-02, 119, 71, 15, 23, 1, 8
2024-02-03, 150, 89, 14, 26, 2, 10
2024-02-04, 171, 74, 26, 18, 2, 8
2024-02-05, 159, 41, 31, 12, 1, 4
2024-02-06, 101, 23, 32, 5, , 2
2024-02-07, 61, 24, 30, 6, , 2
2024-02-08, 62, 42, 34, 10, 1, 4
2024-02-09, 106, 32, 29, 5, 1, 2
2024-02-10, 81, 66, 27, 12, 1, 5
2024-02-11, 152, 92, 38, 21, 3, 8
2024-02-12, 175, 113, 47, 26, 3, 11
2024-02-13, 188, 49, 30, 14, 1, 5
2024-02-14, 89, 17, 31, 5, 1, 1
2024-02-15, 34, 63, 29, 11, 1, 5
2024-02-16, 122, 77, 29, 20, 1, 6
2024-02-17, 159, 67, 31, 14, 2, 11
2024-02-18, 134, 28, 31, 3, , 1
2024-02-19, 29, 22, 25, 4, , 2
2024-02-20, 46, 22, 28, 6, 1, 3
2024-02-21, 45, 16, 29, 4, , 3
2024-02-22, 28, 42, 23, 19, 2, 6
2024-02-23, 84, 57, 27, 18, 1, 6
2024-02-24, 127, 42, 30, 7, 1, 2
2024-02-25, 75, 71, 28, 16, 3, 7
2024-02-26, 143, 70, 25, 14, 2, 5
2024-02-27, 120, 69, 26, 18, 2, 3
2024-02-28, 123, 25, 32, 2, , 1
2024-02-29, 36, 36, 27, 8, , 2
2024-03-01, 53, 80, 29, 14, , 4
2024-03-02, 100, 54, 30, 13, 2, 5
2024-03-03, 79, 53, 28, 15, 3, 7
2024-03-04, 101, 67, 24, 13, 2, 6
2024-03-05, 149, 41, 29, 14, 1, 4
2024-03-06, 90, 50, 31, 14, 1, 4
2024-03-07, 100, 22, 30, 8, , 1
2024-03-08, 41, 63, 32, 21, 2, 4
2024-03-09, 112, 99, 25, 33, 3, 7
2024-03-10, 170, 67, 35, 20, 1, 5
2024-03-11, 119, 39, 37, 11, 1, 3
2024-03-12, 76, 64, 33, 19, 1, 5
2024-03-13, 120, 56, 44, 21, 1, 6
2024-03-14, 98, 98, 63, 21, 1, 6
2024-03-15, 166, 98, 34, 12, 1, 6
2024-03-16, 128, 38, 32, 5, , 1
2024-03-17, 39, 113, 30, 16, 1, 3
2024-03-18, 122, 86, 30, 3, , 2
2024-03-19, 65, 53, 30, 9, , 2
2024-03-20, 52, 84, 26, 28, 2, 5
2024-03-21, 135, 66, 37, 19, 1, 6
2024-03-22, 111, 83, 46, 27, 3, 8
2024-03-23, 137, 72, 34, 16, 4, 10
2024-03-24, 145, 63, 39, 12, , 6
2024-03-25, 154, 80, 16, 21, , 8
2024-03-26, 167, 101, 11, 29, 1, 10
2024-03-27, 182, 309, 35, 7, , 5
2024-03-28, 114, 97, 36, 6, , 2
2024-03-29, 87, 44, 39, 9, , 2
2024-03-30, 58, 84, 42, 18, 3, 8
2024-03-31, 137, 78, 41, 13, 3, 6
2024-04-01, 122, 84, 55, 14, 2, 5
2024-04-02, 134, 71, 48, 12, 1, 4
2024-04-03, 127, 68, 34, 16, 2, 4
2024-04-04, 118, 67, 49, 16, 2, 3
2024-04-05, 116, 86, 55, 19, 1, 4
2024-04-06, 150, 43, 39, 15, 1, 2
2024-04-07, 58, 90, 39, 17, 2, 4
2024-04-08, 102, 62, 35, 12, 1, 3
2024-04-09, 85, 62, 15, 24, 1, 5
2024-04-10, 124, 87, 59, 22, 1, 6
2024-04-11, 169, 119, 55, 27, 1, 9
2024-04-12, 200, 74, 58, 15, 1, 6
2024-04-13, 141, 60, 26, 14, 1, 6
2024-04-14, 118, 93, 33, 8, 1, 3
2024-04-15, 114, 57, 41, 13, , 2
2024-04-16, 71, 96, 78, 22, 1, 4
2024-04-17, 141, 94, 82, 20, 2, 6
2024-04-18, 134, 64, 32, 13, 3, 6
2024-04-19, 70, 49, 43, 10, 1, 3
2024-04-20, 64, 86, 88, 17, 3, 7
2024-04-21, 141, 83, 70, 16, 2, 7
2024-04-22, 156, 17, 28, 8, , 3
2024-04-23, 36, 57, 60, 16, , 5
2024-04-24, 80, 103, 86, 22, 2, 6
2024-04-25, 151, 132, 62, 26, 1, 7
2024-04-26, 168, 88, 42, 17, 2, 9
2024-04-27, 144, 27, 26, 9, , 3
2024-04-28, 50, 26, 20, 9, , 4
2024-04-29, 62, 27, 37, 11, , 4
2024-04-30, 49, 47, 45, 14, 1, 3
2024-05-01, 60, 67, 75, 13, 2, 5
2024-05-02, 97, 67, 74, 11, 1, 4
2024-05-03, 99, 78, 50, 22, 2, 7
2024-05-04, 144, 81, 47, 13, 1, 7
2024-05-05, 155, 61, 60, 12, , 4
2024-05-06, 110, 56, 59, 20, 1, 4
2024-05-07, 90, 73, 87, 18, 1, 4
2024-05-08, 110, 75, 102, 13, 2, 4
2024-05-09, 108, 109, 59, 11, 1, 5
2024-05-10, 118, 166, 37, 4, , 2
2024-05-11, 105, 40, 46, 10, , 3
2024-05-12, 56, 58, 77, 14, 1, 2
2024-05-13, 77, 65, 41, 9, , 2
2024-05-14, 86, 28, 45, 6, 1, 1
2024-05-15, 33, 62, 80, 15, 1, 3
2024-05-16, 87, 73, 112, 20, 2, 5
2024-05-17, 108, 79, 82, 12, 3, 9
2024-05-18, 143, 55, 61, 8, 1, 8
2024-05-19, 124, 27, 82, 7, , 3
2024-05-20, 51, 42, 94, 11, 1, 3
2024-05-21, 70, 72, , 14, 1, 6
2024-05-22, 141, 63, 61, 11, 1, 5
2024-05-23, 116, 36, 29, 9, 1, 3
2024-05-24, 55, 24, 29, 10, , 4
2024-05-25, 61, 18, 33, 8, , 3
2024-05-26, 44, 37, 63, 15, , 1
2024-05-27, 60, 54, 104, 17, , 3
2024-05-28, 94, 65, 105, 10, 2, 3
2024-05-29, 88, 41, 68, 13, , 2
2024-05-30, 64, 12, 46, 6, , 1
2024-05-31, 22, 35, 68, 13, 1, 1
2024-06-01, 53, 43, 73, 15, 1, 3
2024-06-02, 69, 51, 101, 19, 1, 4
2024-06-03, 84, 53, 104, 17, 3, 5
2024-06-04, 99, 61, 97, 17, 3, 6
2024-06-05, 103, 67, 110, 18, 2, 5
2024-06-06, 116, 51, 51, 11, 2, 4
2024-06-07, 92, 48, 117, 13, , 5
2024-06-08, 106, 44, 99, 14, 1, 4
2024-06-09, 84, 49, 111, 9, 3, 7
2024-06-10, 94, 40, 127, 20, 2, 4
2024-06-11, 61, 53, 137, 18, 2, 4
2024-06-12, 71, 55, 126, 13, 2, 6
2024-06-13, 91, 30, 83, 9, 1, 5
2024-06-14, 66, 33, 58, 12, 2, 4
2024-06-15, 71, 49, 99, 12, 2, 5
2024-06-16, 81, 62, 120, 10, 2, 5
2024-06-17, 105, 62, 126, 11, 2, 5
2024-06-18, 99, 66, 128, 10, 7, 5
2024-06-19, 106, 59, 96, 9, 2, 7
2024-06-20, 114, 47, 37, 12, 2, 6
2024-06-21, 96, 91, 57, 13, 1, 4
2024-06-22, 127, 175, 32, 9, 1, 2
2024-06-23, 118, 20, 46, 5, 2, 2
2024-06-24, 30, 34, 109, 10, 2, 3
2024-06-25, 54, 64, 109, 8, 3, 7
2024-06-26, 103, 59, 98, 8, 1, 3
2024-06-27, 77, 59, 113, 14, 2, 4
2024-06-28, 92, 64, 98, 8, 3, 7
2024-06-29, 113, 38, 94, 8, 1, 5
2024-06-30, 99, 24, 57, 6, , 4
2024-07-01, 61, 31, 40, 8, 1, 5
2024-07-02, 81, 33, 67, 7, 1, 6
2024-07-03, 82, 58, 86, 13, 1, 7
2024-07-04, 133, 74, 33, 11, 1, 6
2024-07-05, 165, 28, 80, 7, 1, 3
2024-07-06, 69, 33, 94, 9, 2, 4
2024-07-07, 69, 31, 59, 7, 1, 4
2024-07-08, 75, 56, 98, 13, 1, 6
2024-07-09, 137, 62, 107, 11, 1, 6
2024-07-10, 142, 68, 115, 13, 1, 6
2024-07-11, 146, 42, 58, 11, 1, 5
2024-07-12, 97, 43, 72, 6, 1, 6
2024-07-13, 115, 63, 71, 9, 1, 9
2024-07-14, 155, 52, 63, 9, 1, 6
2024-07-15, 123, 32, 65, 6, 1, 5
2024-07-16, 88, 16, 60, 11, , 3
2024-07-17, 38, 26, 60, 11, 2, 2
2024-07-18, 43, 48, 108, 13, 1, 4
2024-07-19, 76, 33, 101, 9, , 3
2024-07-20, 64, 48, 74, 5, 2, 4
2024-07-21, 96, 30, 74, 8, 1, 4
2024-07-22, 67, 54, 81, 10, 1, 6
2024-07-23, 120, 40, 73, 7, 1, 4
2024-07-24, 80, 20, 40, 8, 1, 5
2024-07-25, 59, 18, 62, 9, , 4
2024-07-26, 55, 27, 57, 6, , 5
2024-07-27, 71, 26, 70, 6, , 4
2024-07-28, 60, 39, 65, 7, , 4
2024-07-29, 73, 12, 27, 7, , 5
2024-07-30, 33, 21, 60, 5, , 7
2024-07-31, 67, 17, 73, 9, , 6
2024-08-01, 44, 35, 58, 13, , 6
2024-08-02, 72, 32, 53, 9, , 7
2024-08-03, 80, 25, 64, 6, , 6
2024-08-04, 70, 13, 76, 7, 1, 4
2024-08-05, 35, 38, 92, 14, 1, 6
2024-08-06, 71, 42, 51, 10, 1, 7
2024-08-07, 93, 32, 88, 15, , 5
2024-08-08, 63, 44, 49, 10, , 7
2024-08-09, 105, 23, 53, 7, , 6
2024-08-10, 36, 21, 46, 10, , 5
2024-08-11, 39, 7, 29, 5, 1, 3
2024-08-12, 15, 14, 30, 5, , 3
2024-08-13, 35, 24, 61, 7, 1, 5
2024-08-14, 54, 45, 42, 12, 1, 8
2024-08-15, 95, 46, 45, 17, 1, 8
2024-08-16, 106, 36, 69, 10, , 7
2024-08-17, 89, 23, 59, 7, , 6
2024-08-18, 68, 22, 50, 7, 1, 6
2024-08-19, 60, 13, 39, 7, 1, 6
2024-08-20, 36, 14, 57, 7, 1, 5
2024-08-21, 37, 23, 50, 9, 3, 6
2024-08-22, 46, 49, 82, 11, 3, 8
2024-08-23, 90, 25, 83, 8, 1, 6
2024-08-24, 53, 34, 61, 10, , 4
2024-08-25, 65, 18, 38, 5, 1, 4
2024-08-26, 36, 15, 43, 7, , 2
2024-08-27, 38, 28, 75, 10, , 3
2024-08-28, 59, 40, 84, 11, 1, 3
2024-08-29, 75, 49, 107, 12, 1, 5
2024-08-30, 99, 48, 68, 10, 1, 5
2024-08-31, 103, 24, 34, 10, 1, 3
2024-09-01, 47, 11, 42, 7, 1, 2
2024-09-02, 23, 37, 47, 14, 1, 4
2024-09-03, 55, 58, 38, 10, 1, 5
2024-09-04, 116, 19, 32, 10, , 4
2024-09-05, 56, 24, 69, 14, 1, 4
2024-09-06, 49, 24, 30, 10, 1, 3
2024-09-07, 61, 30, 26, 12, , 4
2024-09-08, 69, 58, 19, 15, 1, 9
2024-09-09, 146, 12, 24, 8, 1, 4
2024-09-10, 31, 22, 28, 12, 1, 4
2024-09-11, 38, 23, 47, 13, 2, 4
2024-09-12, 38, 33, 63, 14, 1, 5
2024-09-13, 53, 20, 32, 5, 1, 3
2024-09-14, 33, 30, 48, 13, 2, 5
2024-09-15, 51, 42, 51, 13, 1, 4
2024-09-16, 68, 25, 55, 8, 2, 4
2024-09-17, 53, 38, 52, 9, 3, 6
2024-09-18, 71, 46, 74, 12, 1, 6
2024-09-19, 92, 43, 20, 8, , 6
2024-09-20, 71, 5, 32, 5, 1, 2
2024-09-21, 11, 12, 32, 9, 2, 2
2024-09-22, 26, 38, 48, 15, , 3
2024-09-23, 63, 56, 80, 18, 1, 5
2024-09-24, 101, 40, 32, 12, , 4
2024-09-25, 90, 37, 38, 16, 2, 6
2024-09-26, 71, 46, 31, 15, 1, 5
2024-09-27, 81, 55, 23, 19, 1, 8
2024-09-28, 105, 62, 49, 13, 1, 8
2024-09-29, 136, 10, 20, 7, , 3
2024-09-30, 22, 9, 25, 4, , 1
2024-10-01, 17, 14, 28, 8, 1, 3
2024-10-02, 26, 31, 39, 12, 1, 4
2024-10-03, 54, 61, 56, 16, 2, 5
2024-10-04, 120, 75, 66, 19, 1, 6
2024-10-05, 154, 73, 29, 24, 2, 7
2024-10-06, 152, 23, 29, 9, , 4
2024-10-07, 52, 28, 34, 15, , 3
2024-10-08, 55, 79, 18, 30, , 7
2024-10-09, 144, 16, 29, 12, , 2
2024-10-10, 34, 59, 29, 23, 1, 5
2024-10-11, 97, 82, 54, 23, 1, 7
2024-10-12, 148, 96, 26, 18, 1, 13
2024-10-13, 174, 102, 38, 20, 1, 13
2024-10-14, 186, 39, 27, 11, 1, 5
2024-10-15, 85, 47, 22, 16, 3, 5
2024-10-16, 70, 59, 18, 20, 3, 6
2024-10-17, 95, 34, 26, 10, 1, 5
2024-10-18, 80, 11, 22, 5, , 1
2024-10-19, 26, 37, 17, 15, 3, 4
2024-10-20, 61, 51, 17, 15, , 4
2024-10-21, 107, 25, 25, 11, , 2
2024-10-22, 54, 46, 18, 23, 1, 4
2024-10-23, 82, 66, 27, 26, 1, 7
2024-10-24, 127, 116, 35, 33, 2, 9
2024-10-25, 195, 142, 22, 32, 1, 11
2024-10-26, 237, 18, 24, 10, , 2
2024-10-27, 41, 44, 29, 18, , 3
2024-10-28, 80, 86, 28, 27, 1, 6
2024-10-29, 164, 94, 24, 27, 2, 9
2024-10-30, 171, 95, 16, 28, 1, 8
2024-10-31, 172, 102, 35, 20, 1, 8
2024-11-01, 185, 100, 13, 23, , 10
2024-11-02, 190, 48, 31, 10, , 7
2024-11-03, 138, 13, 18, 8, , 1
2024-11-04, 47, 41, 15, 22, 1, 4
2024-11-05, 65, 58, 13, 26, 2, 6
2024-11-06, 107, 96, 9, 35, 3, 9
2024-11-07, 163, 109, 19, 37, 2, 10
2024-11-08, 182, 112, 21, 33, 1, 10
2024-11-09, 187, 90, 29, 21, 1, 6
2024-11-10, 163, 68, 8, 24, 1, 8
2024-11-11, 149, 80, 22, 18, 1, 8
2024-11-12, 159, 65, 9, 23, 1, 8
2024-11-13, 126, 43, 18, 20, 1, 8
2024-11-14, 118, 63, 9, 25, 1, 10
2024-11-15, 145, 36, 26, 13, , 5
2024-11-16, 61, 29, 25, 8, , 1
2024-11-17, 34, 44, 12, 17, 1, 4
2024-11-18, 64, 56, 8, 21, 1, 6
2024-11-19, 101, 68, 15, 22, 1, 8
2024-11-20, 142, 24, 26, 15, , 4
2024-11-21, 46, 31, 21, 21, 1, 5
2024-11-22, 42, 49, 19, 15, 3, 7
2024-11-23, 90, 75, 5, 25, 3, 10
2024-11-24, 147, 35, 28, 10, 1, 5
2024-11-25, 85, 10, 26, 2, 1, 2
2024-11-26, 15, 17, 25, 3, 2, 2
2024-11-27, 21, 20, 24, 5, 1, 2
2024-11-28, 32, 31, 27, 17, 2, 3
2024-11-29, 50, 48, 17, 27, 2, 7
2024-11-30, 82, 56, 26, 22, 3, 6
2024-12-01, 102, 13, 27, 5, 1, 1
2024-12-02, 24, 36, 25, 16, 2, 3
2024-12-03, 58, 38, 27, 21, 1, 3
2024-12-04, 66, 17, 25, 6, , 1
2024-12-05, 31, 24, 24, 14, , 4
2024-12-06, 47, 16, 26, 5, , 2
2024-12-07, 29, 27, 22, 14, , 3
